gamma_mr,gamma_mc,ie_over_iw,in_over_ie,d_ie_iw_dlog_mr,d_ie_iw_dlog_mc,d_in_ie_dlog_mr,d_in_ie_dlog_mc,det_j,abs_det_j,cond_j,good_invertibility,good_condition,good_both
0.091,0.0518,3.833789563081588,1.7345443514013248,-0.13023247888760942,-0.027280699987535958,-0.08251542762606744,-0.03058101774504694,0.001731563122433452,0.001731563122433452,14.628609838974555,1,0,0
0.091,0.0687,3.8300016485850175,1.7302902036269006,-0.12939826096666388,-0.03560597752087143,-0.08195416931237762,-0.04017532549581934,0.0022805589426504874,0.0022805589426504874,11.463548554751544,1,0,0
0.091,0.091,3.825076366192996,1.7247129819099762,-0.12763821657365124,-0.04685248560221357,-0.08100898475062128,-0.05273595854079743,0.0029356514057709724,0.0029356514057709724,9.373393860919784,1,1,1
0.091,0.121,3.8184839660847367,1.7173261950153238,-0.12680069075834768,-0.06046563829426114,-0.08029331201357594,-0.06872781459491357,0.0038597480032855555,0.0038597480032855555,7.880107184276237,1,1,1
0.091,0.16,3.8102575327961428,1.7078692659922612,-0.12469955690289765,-0.07704796032932786,-0.07876418570887228,-0.08935490484891499,0.005073897185891277,0.005073897185891277,6.885751387694808,1,1,1
0.091,0.212,3.799718897545852,1.695563764100755,-0.12214243031368437,-0.09742552137880228,-0.07695700875897923,-0.11496082491123026,0.006544017843427005,0.006544017843427005,6.500937526905727,1,1,1
0.091,0.281,3.7864285813675123,1.679751418900082,-0.1189976908230321,-0.12146017212223123,-0.07470604167527908,-0.14648205631886393,0.00835721776850417,0.00835721776850417,6.5420758762185285,1,1,1
0.091,0.373,3.7699158542686315,1.6596210267611933,-0.11516043758336472,-0.14940741046002667,-0.07188840028054012,-0.18541798312493943,0.010612156344463605,0.010612156344463605,6.935648159847906,1,1,1
0.091,0.494,3.7498206836765613,1.6343201880434552,-0.11065768612180901,-0.1797486974278989,-0.0683649476800307,-0.2315439646306822,0.013333609066289304,0.013333609066289304,7.581013870643836,1,1,1
0.091,0.655,3.725961461633891,1.6030010095971532,-0.10505736838540723,-0.2090000339054794,-0.06419095822293767,-0.2826210330337394,0.016275509535870723,0.016275509535870723,8.403823725550831,1,1,1
0.091,0.869,3.6985544744070613,1.5649952757325674,-0.09887107233561533,-0.2349245576956005,-0.05916433978987497,-0.3395434626295143,0.01967186989823941,0.01967186989823941,9.232703708017329,1,1,1
0.091,1.15,3.6685326170135917,1.5199973894202663,-0.11987085134333501,-0.2483144186927505,-0.05366422167158965,-0.3934325504488631,0.03383549475950513,0.03383549475950513,6.75893931556824,1,1,1
0.091,1.53,3.6375506603631536,1.4683400501812067,-0.08526028298356368,-0.24827161025127273,-0.04696762633353768,-0.44492559548422506,0.026273753958108128,0.026273753958108128,10.142532319865426,1,0,0
0.091,2.02,3.607792091392013,1.4111447723012407,-0.07867192531649064,-0.24778658649540358,-0.04018904232400817,-0.4843581725246718,0.028147084363307585,0.028147084363307585,10.700039115645799,1,0,0
0.091,2.68,3.577228660388092,1.3504262676629748,-0.07232262104923833,-0.19020338805882722,-0.03337657076550595,-0.49499399815697026,0.029450926508969494,0.029450926508969494,9.659871077396646,1,1,1
0.091,3.56,3.560983298449689,1.2893274282260845,-0.04899053059651206,-0.06607737485668153,-0.026521660341099196,-0.4870679686318113,0.022109236527657332,0.022109236527657332,10.976893492576483,1,0,0
0.091,4.71,3.5610472288955806,1.2311500860091655,-0.08272705094363576,0.04380895952106285,-0.021593838690712217,-0.45269937826675427,0.03839648813313179,0.03839648813313179,5.392300368177244,1,1,1
0.091,6.25,3.5716915232740547,1.1786741104270115,-0.048709584828835334,0.13800388870549715,-0.016236115164338205,-0.3959477047862947,0.02152709534421964,0.02152709534421964,8.167388710753512,1,1,1
0.091,8.29,3.5949318237356818,1.1339316113676088,-0.06650556974988708,0.2825142256810558,-0.013017849226473104,-0.3291740903365129,0.02556963801898037,0.02556963801898037,7.403650842523785,1,1,1
0.091,11.0,3.6410523445164595,1.0978577013331983,-0.07088916653232281,0.39104396947362025,-0.01049617431202166,-0.2610704717262818,0.02261153381413646,0.02261153381413646,9.90314745157957,1,1,1
0.091,14.6,3.691049776525217,1.0697609266491956,-0.07747979009644941,0.4565983359570094,-0.008844880769885275,-0.20096315794637834,0.019609141136072775,0.019609141136072775,12.92419369004538,1,0,0
0.091,19.3,3.7525375054657326,1.0487896074656033,-0.0864725638180611,0.4521398924756369,-0.007835197747374635,-0.14900292821379185,0.01642727068606841,0.01642727068606841,14.184531468213379,1,0,0
0.091,25.6,3.801320868003135,1.0334210331760134,-0.0971405368749501,0.3545617153859717,-0.00733202623098191,-0.10729606166085298,0.013022452832014897,0.013022452832014897,11.176955909691141,1,0,0
0.091,33.9,3.8392783306349436,1.0225404425896452,-0.1090791669594094,0.17015360179638447,-0.007170653073901228,-0.07547993804207373,0.009453401211533848,0.009453401211533848,4.71737056013179,1,1,1
0.091,45.0,3.843003829465438,1.01493052039598,-0.12089335169294115,-0.14873610964494316,-0.007295760144948221,-0.05201254848604928,0.005202828335707885,0.005202828335707885,7.457188786424915,1,1,1
0.091,59.6,3.802831058390037,1.0097949464263543,-0.13111991513830643,-0.49459941249760914,-0.007658074463192144,-0.03483250396940819,0.0007795558341657464,0.0007795558341657464,337.4878860725829,1,0,0
0.091,79.1,3.72184479395769,1.0063978119482648,-0.1382846217186529,-0.6587986416761527,-0.008170910822473598,-0.027634656264780663,-0.001561536963202386,0.001561536963202386,290.71572702588196,1,0,0
0.121,0.0126,3.824359021877452,1.7328638451043037,-0.1718178653167578,-0.007415458968250473,-0.10944016168081928,-0.008357238595180005,0.0006243738669438352,0.0006243738669438352,66.64915755469755,1,0,0
0.121,0.0168,3.8234325438025882,1.7318197022726878,-0.1724008077771596,-0.00951054732273841,-0.10964274082378288,-0.010202218815907481,0.000716108289782457,0.000716108289782457,58.546834521943325,1,0,0
0.121,0.0222,3.8220195943427178,1.7303542785353792,-0.17112174182466974,-0.011697915642584085,-0.10897006269931458,-0.013136730411541422,0.0009732575888803982,0.0009732575888803982,42.582441315321496,1,0,0
0.121,0.0295,3.8205722544637672,1.7286076044006264,-0.1707421541928627,-0.0143457303950814,-0.10871304941513237,-0.01676879714264834,0.0013035724500222478,0.0013035724500222478,31.772207341679767,1,0,0
0.121,0.0391,3.8184930726278865,1.7262321093863322,-0.17024157671830042,-0.019927715747412575,-0.10833392615312168,-0.02267223653153912,0.0017009096086788768,0.0017009096086788768,24.43396488687255,1,0,0
0.121,0.0518,3.815699773647936,1.7230640670001465,-0.16903483426509966,-0.026364367962572577,-0.10755391486724976,-0.029975988633044404,0.002231395283143794,0.002231395283143794,18.649591771837247,1,0,0
0.121,0.0687,3.812039603174162,1.7188945874983368,-0.16784440665916678,-0.0344681101299816,-0.10674975873760685,-0.03939402576440462,0.0029326044398256244,0.0029326044398256244,14.356839204577922,1,0,0
0.121,0.091,3.8072650261462235,1.7134238906416035,-0.16636401723252792,-0.045367800826914696,-0.10572348198783174,-0.051704445979197815,0.0038053174683297204,0.0038053174683297204,11.365997699878525,1,0,0
0.121,0.121,3.8008868987030104,1.7061841542099654,-0.16444661399556965,-0.05848355141447985,-0.10437657398043416,-0.06738988529717282,0.004977725723817913,0.004977725723817913,9.111097400890973,1,1,1
0.121,0.16,3.792931959807788,1.6969080725501464,-0.16112811306668057,-0.07445890563360483,-0.10240340651622035,-0.08755885253042052,0.0064833471081594835,0.0064833471081594835,7.526671631389648,1,1,1
0.121,0.212,3.782752395705491,1.6848591527187313,-0.15868881234015247,-0.09419383010245887,-0.10047265580185771,-0.11264607000632057,0.008411766793545668,0.008411766793545668,6.605637970262649,1,1,1
0.121,0.281,3.7698934359115586,1.6693563828817886,-0.15461895694256217,-0.1175146432215104,-0.09740432755630607,-0.14361123229796038,0.010758584142136188,0.010758584142136188,6.141774347186946,1,1,1
0.121,0.373,3.753917478576333,1.6496208379980521,-0.14967198939955856,-0.1446180787256443,-0.0937424451743107,-0.181856390193077,0.013661955389067346,0.013661955389067346,6.069750403219047,1,1,1
0.121,0.494,3.7344590232947446,1.6247978157656349,-0.14361498775054513,-0.1740628059065102,-0.0893363758492712,-0.22717734238934048,0.017075930994603795,0.017075930994603795,6.313505898790161,1,1,1
0.121,0.655,3.711353471029139,1.5940686017483106,-0.13678647469730634,-0.202443203039995,-0.08375394395511959,-0.2773692958159075,0.020984951482425677,0.020984951482425677,6.695661306076255,1,1,1
0.121,0.869,3.6848011576078425,1.5567611169263273,-0.12868545479727173,-0.25548082134477207,-0.07733782126418177,-0.33368918408113074,0.023182614316822496,0.023182614316822496,8.472897549795075,1,1,1
0.121,1.15,3.6488995133143978,1.512496098251676,-0.14731698352130365,-0.24065794210504063,-0.07002334486211254,-0.3865374859423232,0.04009186237310379,0.04009186237310379,5.658190695796845,1,1,1
0.121,1.53,3.6256783228338745,1.461799813279269,-0.1367647203038714,-0.2128152422755837,-0.061732338829341205,-0.4371444302912197,0.0466483530969692,0.0466483530969692,5.363616311254744,1,1,1
0.121,2.02,3.596833513246892,1.4055471706575748,-0.12683634465441307,-0.2404219850506826,-0.05323069538332064,-0.47659447610227124,0.047651671781610956,0.047651671781610956,6.21594029618875,1,1,1
0.121,2.68,3.567149186203226,1.3457760511290568,-0.0947543241010177,-0.1652646508393511,-0.04369114853517151,-0.4870949718173225,0.0389337524201193,0.0389337524201193,6.930843697795332,1,1,1
0.121,3.56,3.5561621093314577,1.2856737661312987,-0.07090059872778011,-0.07956570097629043,-0.03504980687874557,-0.4805318814762734,0.03128123565106345,0.03128123565106345,7.653462800967221,1,1,1
0.121,4.71,3.5476646509550567,1.2281004664536508,-0.10309505688925236,0.026548273059909897,-0.02821195941035243,-0.4472023020697865,0.04685332557487039,0.04685332557487039,4.294444294448185,1,1,1
0.121,6.25,3.5626513042297634,1.1763640987735355,-0.08566403706648411,0.15471896521347217,-0.021846226430247438,-0.39092340443907575,0.03686810255513223,0.03686810255513223,4.797927374331179,1,1,1
0.121,8.29,3.5856533590959265,1.132115626481504,-0.08738052710154537,0.27905634430796655,-0.017098905520595117,-0.3257297147772053,0.033233992236112814,0.033233992236112814,5.595493836432311,1,1,1
0.121,11.0,3.6311631717912762,1.0963933275122417,-0.09311766515575479,0.3848290002513683,-0.013790860030628117,-0.2587024825301859,0.029396894021401526,0.029396894021401526,7.482167800941766,1,1,1
0.121,14.6,3.6802436828592504,1.0685269895416638,-0.10171106220641958,0.44815297678686083,-0.011619806965557615,-0.1994161867785827,0.025490283259706755,0.025490283259706755,9.747756585924176,1,1,1
0.121,19.3,3.7405862747954957,1.0477029492779377,-0.1129810546325512,0.440942386160045,-0.010262384540227626,-0.14813517303187507,0.021261588404176628,0.021261588404176628,10.688526700290033,1,0,0
0.121,25.6,3.787783846887944,1.0323987303715767,-0.12723643522103806,0.3413150212015101,-0.009617632763550632,-0.10693902724433288,0.016889183143174006,0.016889183143174006,8.420044757750217,1,1,1
0.121,33.9,3.8240863970504804,1.021541130154662,-0.14265021039995446,0.15672909820046077,-0.009393493010551783,-0.07545469507244282,0.012235861816244488,0.012235861816244488,3.8857793495145256,1,1,1
0.121,45.0,3.826178173492496,1.0139144014261445,-0.15780471353951975,-0.16115161902097982,-0.009541470471374415,-0.05228392847759345,0.0067130269418245155,0.0067130269418245155,7.871863725233704,1,1,1
0.121,59.6,3.7845967469232438,1.0087291332575732,-0.17099880529141087,-0.5043533068931445,-0.010003763395231567,-0.03532340790659949,0.0009948294010880586,0.0009948294010880586,286.4382522261736,1,0,0
0.121,79.1,3.7026297852933654,1.0052614392012227,-0.1797011670648072,-0.6667763152502815,-0.010643102877704981,-0.02820863698412191,-0.002027443932271604,0.002027443932271604,235.65808944410506,1,0,0
0.16,0.0126,3.800653735084492,1.7177301282820614,-0.2218791278727882,-0.008789864687026439,-0.14210308749048298,-0.008909445403780684,0.000727753065371055,0.000727753065371055,95.5992706471426,1,0,0
0.16,0.0168,3.799555540495537,1.7166169934294324,-0.22147091978201228,-0.008437574176583888,-0.14182175581376763,-0.009623128498224394,0.0009346115351502196,0.0009346115351502196,74.1634051436148,1,0,0
0.16,0.0222,3.798578240090858,1.7153630077562838,-0.22034834025893668,-0.010284614011224531,-0.14121744586646032,-0.0123742503267549,0.0012742785990615079,0.0012742785990615079,53.93720671043537,1,0,0
0.16,0.0295,3.797040821402923,1.7135913316477152,-0.2203134240693794,-0.014731641962353435,-0.1410284688054662,-0.016831199508562406,0.0016305582859851807,0.0016305582859851807,42.24856638219888,1,0,0
0.16,0.0391,3.7949568521346775,1.7112254986215831,-0.21961314603132975,-0.01913263419977434,-0.14054169351487192,-0.022110310306566513,0.002166781994317165,0.002166781994317165,31.737642986746813,1,0,0
0.16,0.0518,3.7923627441824155,1.7081851895606668,-0.21864994291216758,-0.024880605585646857,-0.13984060175669782,-0.028994917780571994,0.0028604182602971454,0.0028604182602971454,24.018812715910567,1,0,0
0.16,0.0687,3.7888665780054027,1.7041281232369045,-0.21686640459948595,-0.03293115545992171,-0.13863342897387151,-0.03834214778755806,0.0037497647338292743,0.0037497647338292743,18.29444882203584,1,0,0
0.16,0.091,3.7843041073672086,1.6988024199791085,-0.21491552359492322,-0.04346505987717937,-0.13727556962303764,-0.05037001456109763,0.004858607199542968,0.004858607199542968,14.225904433437705,1,0,0
0.16,0.121,3.7781816217413664,1.6917457314002198,-0.21164983178869898,-0.05522973412841378,-0.1351643369208435,-0.06540773912330218,0.0063784465913444815,0.0063784465913444815,10.94479044995223,1,0,0
0.16,0.16,3.7707684819824494,1.6827723834777812,-0.20854054072508668,-0.07125403271460794,-0.13304738435130326,-0.08542649246270848,0.00833472425325999,0.00833472425325999,8.711607777119216,1,1,1
0.16,0.212,3.7608276671156187,1.670940067249639,-0.2044279913610238,-0.09090326496370574,-0.13013731086898553,-0.10995168483313893,0.010647295625611402,0.010647295625611402,7.289998125839581,1,1,1
0.16,0.281,3.748534785360987,1.6558797036100703,-0.20008170049663523,-0.11245416690635592,-0.1265727167454897,-0.13975992010581378,0.013729773061356892,0.013729773061356892,6.266762480358658,1,1,1
0.16,0.373,3.733234454093978,1.636646760443333,-0.193856664317541,-0.13840083820335725,-0.12187865821652735,-0.17734812288839677,0.01751200706985406,0.01751200706985406,5.7089101814264085,1,1,1
0.16,0.494,3.7146237249277037,1.6124257549846932,-0.18621588107732684,-0.16683440509514347,-0.11615212819858681,-0.22153315577349533,0.02187482058165606,0.02187482058165606,5.53732061273819,1,1,1
0.16,0.655,3.692438025238204,1.58247471107765,-0.17753706613370768,-0.19408354031101238,-0.10895462749749872,-0.2706329579096541,0.026901081508385053,0.026901081508385053,5.555881790132322,1,1,1
0.16,0.869,3.6670164245487493,1.5460414315175746,-0.16746146004654094,-0.24548186270480105,-0.10053964085849257,-0.3257779243248892,0.029874588544762996,0.029874588544762996,6.697450216708343,1,1,1
0.16,1.15,3.632428378359811,1.50283616677093,-0.12795700338160432,-0.25637418043606003,-0.09053871444694357,-0.3778647404528339,0.02513865115784268,0.02513865115784268,9.162628802249268,1,1,1
0.16,1.53,3.6040325555035433,1.4532107756028396,-0.1703878643466368,-0.22775538830564104,-0.08069482136842694,-0.42810377044247544,0.05456500678941583,0.05456500678941583,4.7503429085906115,1,1,1
0.16,2.02,3.5767072188408866,1.3980990685141537,-0.1572737211119018,-0.2054940033459038,-0.06901947961143788,-0.4661957982174214,0.05913725877818182,0.05913725877818182,4.674090105087069,1,1,1
0.16,2.68,3.554006404209285,1.3397185025698652,-0.12396484368135936,-0.13449948656567373,-0.05709112782346763,-0.47688846643410376,0.051438676815235215,0.051438676815235215,4.93228929003374,1,1,1
0.16,3.56,3.5436070796595893,1.2807374709647334,-0.11715596870808336,-0.07442466335018803,-0.04614223016015538,-0.4715766130697827,0.05181389497837094,0.05181389497837094,4.481753038314027,1,1,1
0.16,4.71,3.5357808376826734,1.2242359387662929,-0.11228268675934569,0.029006347853917133,-0.03647967120097999,-0.43946076341897533,0.05040197727444788,0.05040197727444788,3.8662979567239866,1,1,1
0.16,6.25,3.55069710182741,1.173320068049351,-0.11176013192407358,0.15368929567534612,-0.02851315913694846,-0.38485524606856286,0.04739364041753105,0.04739364041753105,3.6286819081236836,1,1,1
0.16,8.29,3.5735167273309205,1.1297410357063529,-0.11473973913471529,0.2750737759427092,-0.022443397034531527,-0.3211329661883133,0.04302030273527439,0.04302030273527439,4.237747665541143,1,1,1
0.16,11.0,3.6182311984048163,1.094477856797387,-0.1227183787645584,0.3767553963562057,-0.018161042954145647,-0.255607416805566,0.03820999872700702,0.03820999872700702,5.650542502742585,1,1,1
0.16,14.6,3.6661225727782094,1.066913160738114,-0.13340543205369945,0.436660593070699,-0.01525557614719798,-0.19742147452973727,0.0329986060343887,0.0329986060343887,7.370009409321266,1,1,1
0.16,19.3,3.7248482678618444,1.0462745167290104,-0.14856502756613987,0.42648981835603567,-0.013496966560154934,-0.14699097263326338,0.027594036717832452,0.027594036717832452,8.057133989934405,1,1,1
0.16,25.6,3.770137941819934,1.0310639572959643,-0.16640044699689255,0.3248396590578889,-0.012602026369602622,-0.10642562088422688,0.02180290883639742,0.02180290883639742,6.482238364574103,1,1,1
0.16,33.9,3.8043178181591557,1.020238298564299,-0.18652076318614716,0.13957209131186304,-0.012296912494463859,-0.07540374278133823,0.01578066944419844,0.01578066944419844,3.5252520067042035,1,1,1
0.16,45.0,3.8043292727229807,1.0125921102631341,-0.20545759913617692,-0.1770884098379737,-0.01245389173868543,-0.05262289863608695,0.008606334529058745,0.008606334529058745,8.77453316773769,1,1,1
0.16,59.6,3.760922912240278,1.0073432381954077,-0.221749128249066,-0.5165061115496876,-0.013015271793781119,-0.0359346518384058,0.0012460102941319702,0.0012460102941319702,254.73870145198973,1,0,0
0.16,79.1,3.6778038852519233,1.0037894152982083,-0.2325964631408139,-0.6761480167185016,-0.013818061746079661,-0.02890926892162537,-0.0026188613413488443,0.0026188613413488443,195.61576016512637,1,0,0
0.212,0.0126,3.770320251427405,1.6982545684284738,-0.2807666693497136,-0.006619714722075794,-0.1810236742292049,-0.007808822069218041,0.000994131882579568,0.000994131882579568,112.35475431388826,1,0,0
0.212,0.0168,3.7694931926333215,1.6972789440647467,-0.2794869528844267,-0.007994894048691144,-0.1803250823259676,-0.0093253332081744,0.001164629035466999,0.001164629035466999,95.11073824027828,1,0,0
0.212,0.0222,3.7683536479670474,1.6959607003115866,-0.2796285986825254,-0.01054497508284012,-0.1802368932283725,-0.012346565266732156,0.0015518591959769498,0.0015518591959769498,71.47517859929225,1,0,0
0.212,0.0295,3.766914811943194,1.6942600516327535,-0.27975334472859287,-0.013617334986452867,-0.1800724680806154,-0.01609929391236717,0.0020517242000623083,0.0020517242000623083,54.14702180396584,1,0,0
0.212,0.0391,3.765006183167045,1.6920031109793015,-0.2776642937687297,-0.018270747155247184,-0.1788704092462931,-0.021489020008199338,0.0026986375434641624,0.0026986375434641624,40.69511603668665,1,0,0
0.212,0.0518,3.762447472779326,1.6890058198347833,-0.276547684429295,-0.02363142295526508,-0.1780525230392532,-0.028077308986868825,0.0035570803051317356,0.0035570803051317356,30.75906345831345,1,0,0
0.212,0.0687,3.7592216839366315,1.6851303478564847,-0.2749804182219458,-0.030751410407564565,-0.17686847253227725,-0.03684116455378932,0.0046916438497853945,0.0046916438497853945,23.232296870730075,1,0,0
0.212,0.091,3.7549222449344803,1.6799903583108295,-0.272224493425938,-0.04019957102980137,-0.17495197823757205,-0.04826750268947427,0.006106601992611692,0.006106601992611692,17.73749961064762,1,0,0
0.212,0.121,3.7493394783328617,1.6732648136396076,-0.2683229862756599,-0.05214831746575967,-0.17236465171988352,-0.06318806335946822,0.007966283279824536,0.007966283279824536,13.535853632672495,1,0,0
0.212,0.16,3.7421418088016387,1.664504316816703,-0.2652669383871089,-0.06723706520592965,-0.1698873368892646,-0.08253182647856257,0.010470238981379198,0.010470238981379198,10.463942573478686,1,0,0
0.212,0.212,3.7329638581146263,1.6531641468096243,-0.25947107081240645,-0.085770813875057,-0.1658454158708475,-0.10619882323987054,0.013330826088376798,0.013330826088376798,8.39230077231348,1,1,1
0.212,0.281,3.7211634395930595,1.6385295356202927,-0.25317263717122734,-0.10702183352600758,-0.16128794401346572,-0.1354139198633851,0.017021767707545297,0.017021767707545297,6.899019910596313,1,1,1
0.212,0.373,3.706703592873332,1.619937230994248,-0.24623850982985512,-0.13083545505089147,-0.1555143008832255,-0.17149832579975277,0.02188270786026806,0.02188270786026806,5.830849407090983,1,1,1
0.212,0.494,3.6891060540985596,1.5965089079572061,-0.23713914308764558,-0.15780874290293315,-0.14808305214752607,-0.21430521115173712,0.027451353827109306,0.027451353827109306,5.236596881476001,1,1,1
0.212,0.655,3.668114231470406,1.5675326487668142,-0.22609361405639367,-0.18382199634070137,-0.13920036838747488,-0.26186770537103216,0.033618526303644855,0.033618526303644855,4.939360954369997,1,1,1
0.212,0.869,3.644015836854855,1.532274638069257,-0.2416073572081142,-0.20608452133172894,-0.12877270478299738,-0.315341527471504,0.049650771844563964,0.049650771844563964,4.125463243474973,1,1,1
0.212,1.15,3.617735522363528,1.4904453499287158,-0.17234969325741764,-0.24355907941715385,-0.11591210494543104,-0.3668640094261441,0.0349974539179686,0.0349974539179686,6.622353567627934,1,1,1
0.212,1.53,3.584180274877869,1.4421465499451165,-0.16011884844905702,-0.24199978342169487,-0.10221088160855593,-0.41572221651315394,0.041829951370164736,0.041829951370164736,6.233903808294478,1,1,1
0.212,2.02,3.558529421309666,1.3887374425364034,-0.1481303615724062,-0.1939785359067233,-0.08735583579351458,-0.45298039573750815,0.05015499267567464,0.05015499267567464,5.240182755263522,1,1,1
0.212,2.68,3.5369574877059535,1.3318714789380417,-0.13919780708206697,-0.1255622829768233,-0.07291847667076355,-0.46445459644795906,0.05549525091276897,0.05549525091276897,4.388320885229609,1,1,1
0.212,3.56,3.5276287156744446,1.2744358033378471,-0.1504555126999874,-0.06794725918819591,-0.05919306350433506,-0.46003284088515206,0.06519247050613489,0.06519247050613489,3.4261606129516853,1,1,1
0.212,4.71,3.5203181475075507,1.2192158246352767,-0.1450036164296189,0.03192469408785964,-0.047017202573456145,-0.4296366654602308,0.06379988005152032,0.06379988005152032,2.9323976321582172,1,1,1
0.212,6.25,3.5354320692687597,1.1694197048768251,-0.1439317271940464,0.15228175802717003,-0.036699789383238604,-0.37700049884280024,0.05985104139796778,0.05985104139796778,2.769770754745974,1,1,1
0.212,8.29,3.557708439336939,1.1266495261227372,-0.14835779465612162,0.2681856775598414,-0.02900219342179069,-0.3154603343918896,0.054578972405407926,0.054578972405407926,3.2523221979803885,1,1,1
0.212,11.0,3.601275050436022,1.0919701965907285,-0.1579834562807428,0.36633400577284086,-0.02341347292815459,-0.251580394526227,0.048322691586551045,0.048322691586551045,4.386861165227552,1,1,1
0.212,14.6,3.647752724432226,1.0648114864864404,-0.17223651826809233,0.4223713385746524,-0.019720886959640357,-0.19476384166772978,0.04187498339639049,0.04187498339639049,5.708646371584075,1,1,1
0.212,19.3,3.704403189443932,1.0444157564504342,-0.19150122188808547,0.4079929117382668,-0.01743157372812015,-0.1454852857481649,0.03497256850902686,0.03497256850902686,6.26251789216536,1,1,1
0.212,25.6,3.7472569363837445,1.0293295006665508,-0.21402675822861433,0.30352869127638993,-0.01624934890883954,-0.10574432931229537,0.027564259612163116,0.027564259612163116,5.2281749441892105,1,1,1
0.212,33.9,3.7786591736671133,1.0185462110836188,-0.23883544652134975,0.11789867158692718,-0.015808342317749212,-0.07530742035834591,0.019849863926910568,0.019849863926910568,3.5940060823657687,1,1,1
0.212,45.0,3.7761388744228546,1.0108812499831552,-0.26274265987991624,-0.19616490604987064,-0.01597857490639943,-0.0529979020126112,0.010790374097523968,0.010790374097523968,10.149352403718385,1,0,0
0.212,59.6,3.7305896379453336,1.0055592574267453,-0.28234021421828037,-0.5313355755528251,-0.0166368250399327,-0.036679706446976885,0.0015164191677388,0.0015164191677388,239.8079366761965,1,0,0
0.212,79.1,3.645980802580734,1.001896043483654,-0.29521720105068067,-0.6882671549638245,-0.01760837800959235,-0.029799131825542897,-0.003322051944912663,0.003322051944912663,169.18557849230336,1,0,0
0.281,0.0126,3.731982043806601,1.673454210846956,-0.3512184054316308,-0.006284627548737948,-0.22830075992507015,-0.007541846855218292,0.001214050181276423,0.001214050181276423,144.60982639005238,1,0,0
0.281,0.0168,3.731196850380608,1.6725119420291716,-0.35069781423465973,-0.007305962716476904,-0.2279138456364396,-0.008840812933114423,0.001435323712912039,0.001435323712912039,121.9609518858283,1,0,0
0.281,0.0222,3.730184905348985,1.6712795262043891,-0.349865996483364,-0.010551086044416935,-0.22731542058318752,-0.012121560039696465,0.0018424971204252928,0.0018424971204252928,94.60926523354522,1,0,0
0.281,0.0295,3.728616975482556,1.669548066240462,-0.3489226647355137,-0.012777225109965908,-0.22663126734818118,-0.015471594233262814,0.0025026711677120905,0.0025026711677120905,69.31605000075207,1,0,0
0.281,0.0391,3.7270439595369105,1.6674762403817749,-0.3477879465634334,-0.015925943487282126,-0.22576094766813015,-0.020089715983050826,0.0033915049745899366,0.0033915049745899366,50.86680417516954,1,0,0
0.281,0.0518,3.724722958973119,1.664635975112525,-0.3459249325344863,-0.02219885321961445,-0.22445381221435948,-0.026994564773931102,0.004355475766290465,0.004355475766290465,39.29633428548037,1,0,0
0.281,0.0687,3.721610124697256,1.660868511365382,-0.3448219776624534,-0.028610177982842464,-0.223317678501033,-0.03524319050245634,0.005763468119561844,0.005763468119561844,29.606989617713882,1,0,0
0.281,0.091,3.7177217156106517,1.6560115564274869,-0.3413707406907767,-0.036841271290575114,-0.2209757580836396,-0.04588895382567583,0.007524118304795947,0.007524118304795947,22.393500628321842,1,0,0
0.281,0.121,3.7125534853284474,1.6495876925648272,-0.33730230611305595,-0.048286153700471485,-0.21801867401453265,-0.06035327037035747,0.00983001407434763,0.00983001407434763,16.95820528072478,1,0,0
0.281,0.16,3.705887813129049,1.6412202620030227,-0.3325504138907031,-0.06236446909536318,-0.21444083396202782,-0.07887952959693723,0.012857931452556648,0.012857931452556648,12.886064924460797,1,0,0
0.281,0.212,3.697364588283496,1.6303765444322256,-0.3265921509734305,-0.0788089637478242,-0.20987252424827055,-0.10135229195734004,0.016561026881288493,0.016561026881288493,9.995466874710393,1,1,1
0.281,0.281,3.6866122173435674,1.61643087614137,-0.3182860824912668,-0.09926402778246696,-0.20385296962056515,-0.1294619253207291,0.020970662202157625,0.020970662202157625,7.955873180653567,1,1,1
0.281,0.373,3.6730078788850036,1.5986100872004418,-0.3088154967442723,-0.1223957630106391,-0.19641558567664413,-0.164166636300112,0.02665676586178095,0.02665676586178095,6.442640052809866,1,1,1
0.281,0.494,3.656622730501493,1.5762066636512542,-0.2984930693512118,-0.14668507151949878,-0.18726807686141964,-0.20521562941426377,0.03378601185496808,0.03378601185496808,5.3722966150639,1,1,1
0.281,0.655,3.6371386163007267,1.5484282028300245,-0.28512923467254686,-0.19853888511989756,-0.1761864385905986,-0.25137822804024035,0.03669542268343195,0.03669542268343195,5.681647474308657,1,1,1
0.281,0.869,3.6079225659967684,1.5145453873170345,-0.2693776362199119,-0.1917094059802895,-0.16302224108497093,-0.30247729572337145,0.05022772193217775,0.05022772193217775,4.294222036077885,1,1,1
0.281,1.15,3.590273998159964,1.4744856495794874,-0.27880355743202906,-0.17524566792422358,-0.1478030705792779,-0.3514202608990791,0.0720753710674383,0.0720753710674383,3.2095250034120477,1,1,1
0.281,1.53,3.564869672836836,1.428211390443196,-0.2351283454663267,-0.2035427082375465,-0.13004392033265882,-0.3995553440075028,0.06747729522437601,0.06747729522437601,3.7856651431935977,1,1,1
