gamma_mr,gamma_mc,i_east,i_north,ie_over_in
0.0373,4.94,0.02919733386966078,0.03483725090599694,0.8381067136567515
0.0373,5.96,0.03041257845181755,0.03574752925728205,0.8507602926325957
0.0373,7.2,0.03175855331948763,0.03682366298607005,0.862449597464041
0.0373,8.69,0.03331066155123523,0.03816102522635838,0.8728974484738704
0.0373,10.5,0.03501219289943739,0.03966996321134938,0.8825869767739178
0.0373,12.6,0.03685418396515402,0.04133189836139747,0.8916644389983919
0.0373,15.3,0.03888696449744396,0.04320851235560712,0.8999838776536271
0.0373,18.4,0.04111158411968003,0.04529654031819425,0.9076098048743636
0.0373,22.2,0.04343020269606634,0.04746788182564425,0.9149387127824908
0.0373,26.8,0.04578853541452583,0.04965735908038517,0.9220896210046833
0.0373,32.4,0.04833952888897505,0.05207008185379816,0.9283551545915038
0.0373,39.1,0.05077097463290435,0.05431243637554194,0.9347946441188858
0.0373,47.1,0.05339198147686066,0.0567917113181254,0.940136865708787
0.0373,56.9,0.05573824249539536,0.05892911395651255,0.9458523767475625
0.0373,68.7,0.05832755566901889,0.06138810757368798,0.9501442213217712
0.0373,82.90000000000001,0.06068107270013488,0.06357725012661031,0.9544463244209547
0.0373,100,0.06261604732884275,0.06528724145281026,0.959085510973867
0.045,0.01,0.0203633628090245,0.03366196627976571,0.6049368191918417
0.045,0.0121,0.02037675617225276,0.03366268730631804,0.6053217316499954
0.045,0.0146,0.02037934740494043,0.03365309092339277,0.605571341168381
0.045,0.0176,0.02038901391086014,0.03364658762107708,0.6059756828977196
0.045,0.0212,0.02040092088815096,0.03363897903610961,0.6064667083460433
0.045,0.0256,0.02041595742387184,0.03363037834683501,0.607068918860177
0.045,0.0309,0.02043353341574869,0.0336196657301619,0.6077851451514207
0.045,0.0373,0.0204552368004569,0.03360726893904784,0.608655134624469
0.045,0.045,0.02048170790733832,0.03359273664500428,0.6097064411209334
0.045,0.0543,0.02051872246626455,0.03357946558579528,0.6110497027964715
0.045,0.0655,0.02055531713231183,0.03355764310069842,0.6125375691800007
0.045,0.0791,0.02060031209542889,0.03353254172676959,0.6143379247324792
0.045,0.0954,0.02065352990930911,0.03350231971042889,0.6164805926223641
0.045,0.115,0.02071710873165827,0.03346667051671328,0.6190370422809801
0.045,0.139,0.02079286506014801,0.03342477744140662,0.6220793869636903
0.045,0.168,0.02088293397436243,0.03337584337715026,0.6256900758546611
0.045,0.202,0.02098972725083829,0.0333190975881239,0.6299608563924542
0.045,0.244,0.02111597068326699,0.03325390107443663,0.6349922866493261
0.045,0.295,0.02126468804130871,0.03317985916337363,0.6408914497377445
0.045,0.356,0.02143917077900234,0.03309698626932143,0.6477680657853413
0.045,0.429,0.02164298854823597,0.03300597880198523,0.6557293355267559
0.045,0.518,0.02187991719262449,0.03290850986756812,0.6648711011429755
0.045,0.625,0.02215392144990131,0.03280763744062219,0.675267199291543
0.045,0.754,0.022469103452972,0.03270825375644056,0.6869551526745027
0.045,0.91,0.02282969590752384,0.03261755622368852,0.6999204891672346
0.045,1.1,0.02325129453655615,0.03256834393982357,0.713923145110402
0.045,1.33,0.02370489603547443,0.032504721169066,0.729275477004671
0.045,1.6,0.02422955534775964,0.03251169946633993,0.7452564998284702
0.045,1.93,0.02483247695734471,0.03260696453185147,0.7615697233358719
0.045,2.33,0.02548381941026965,0.03274499950055012,0.7782507191622196
0.045,2.81,0.026243832056669,0.03303648120394491,0.7943894476732348
0.045,3.39,0.02706963254989592,0.03341283214024663,0.8101567815704507
0.045,4.09,0.02801571886470467,0.03396214355536262,0.8249102068317766
0.045,4.94,0.02910013145388943,0.0347052813005203,0.8384928853307743
0.045,5.96,0.0303051840823294,0.03560766031774485,0.851086081250528
0.045,7.2,0.03163933883383765,0.03667387001967205,0.8627215730673131
0.045,8.69,0.03317731942271911,0.03799852693103235,0.8731211997490382
0.045,10.5,0.03486244494273595,0.03949229517581365,0.8827657341143048
0.045,12.6,0.0366855687533951,0.04113654232562397,0.8918000074727632
0.045,15.3,0.03869640631417359,0.04299235046544934,0.900076546065371
0.045,18.4,0.04089570560276082,0.04505626895506084,0.9076585023839908
0.045,22.2,0.04318618192525343,0.04720110281704897,0.9149401041039795
0.045,26.8,0.04551398101206666,0.04936212453857546,0.9220425870547455
0.045,32.4,0.04803051812362609,0.05174265782343591,0.9282576532408339
0.045,39.1,0.05042677702050577,0.05395301882411188,0.9346423632920015
0.045,47.1,0.05300852794680076,0.05639640891409379,0.9399273635941315
0.045,56.9,0.05531728668687105,0.05850065536083633,0.9455840510789147
0.045,68.7,0.05786430617146467,0.06092143212759718,0.9498185474410795
0.045,82.90000000000001,0.0601774256498773,0.06307487260622061,0.9540633720430607
0.045,100,0.06207746701981032,0.06475542858754252,0.9586449873602199
0.0543,0.01,0.02033284797746138,0.03349556679826387,0.607031016967752
0.0543,0.0121,0.02034018652482996,0.03349174465107142,0.6073194077149776
0.0543,0.0146,0.02034847238821385,0.03348670147593087,0.607658308861494
0.0543,0.0176,0.02035913704513489,0.03348117593148186,0.6080771203137907
0.0543,0.0212,0.02037052035992982,0.03347340520811254,0.6085583535132203
0.0543,0.0256,0.02038515057143222,0.03346477325660924,0.6091525083740464
0.0543,0.0309,0.02040280110746218,0.03345444575703347,0.6098681549124958
0.0543,0.0373,0.02042410258979346,0.0334421484594323,0.6107293798593516
0.0543,0.045,0.02044949221056273,0.03342725752038797,0.6117609917023605
0.0543,0.0543,0.02048067633571108,0.03341001504133116,0.6130100902491262
0.0543,0.0655,0.02052203149602346,0.03339259267933649,0.6145683772773535
0.0543,0.0791,0.02056749672318209,0.03336872558781648,0.6163704594907171
0.0543,0.0954,0.02062034202556898,0.03333920484054181,0.6185013147192348
0.0543,0.115,0.02068319416536216,0.03330416101240014,0.6210393397287861
0.0543,0.139,0.02075806592354999,0.03326296095574997,0.6240594741750333
0.0543,0.168,0.02084710341564226,0.03321487315726903,0.6276436257014546
0.0543,0.202,0.02095268894009337,0.03315911336875289,0.6318832686231561
0.0543,0.244,0.02107752847288063,0.03309507217990294,0.6368781538926512
0.0543,0.295,0.02122459450769242,0.03302235048375973,0.6427342147595037
0.0543,0.356,0.02139716988045386,0.03294098880737006,0.6495606432939428
0.0543,0.429,0.02159878130625795,0.03285167551777295,0.6574636138291601
0.0543,0.518,0.02183318475127846,0.03275607921690691,0.6665384036563619
0.0543,0.625,0.02210431327027245,0.03265722925687477,0.676858195666407
0.0543,0.754,0.02241624231637528,0.03255996411052545,0.6884602894610971
0.0543,0.91,0.02277318042912282,0.03247139995888859,0.7013304156259201
0.0543,1.1,0.02319062765656417,0.03242400105126538,0.7152302894358291
0.0543,1.33,0.02363975476029019,0.03236235026100749,0.730470888845582
0.0543,1.6,0.02415937018865657,0.03237061184930304,0.7463365320719674
0.0543,1.93,0.02475662588565828,0.03246628438214883,0.76253338984705
0.0543,2.33,0.02540180580301452,0.03260409115003119,0.7790987237192233
0.0543,2.81,0.02615475386345421,0.03289376590603575,0.7951279868096529
0.0543,3.39,0.02697273357647567,0.03326710265549584,0.8107929883704401
0.0543,4.09,0.02790979295453348,0.03381143729032121,0.8254542010411039
0.0543,4.94,0.02898367379021867,0.03454734539449256,0.838955163103188
0.0543,5.96,0.03017658100082121,0.0354403202894191,0.8514759673272644
0.0543,7.2,0.03149665938919215,0.03649472324800798,0.8630469444897451
0.0543,8.69,0.03299456866054873,0.03777215113164126,0.8735157430022455
0.0543,10.5,0.03468360317272754,0.03928017521409902,0.8829798488342381
0.0543,12.6,0.03648415617114102,0.04090326787520122,0.8919618912224025
0.0543,15.3,0.03846895774917294,0.0427344014215496,0.9001871202008755
0.0543,18.4,0.04063827229250579,0.04476975396569562,0.9077171235661571
0.0543,22.2,0.04289541838846788,0.04688316614868916,0.9149428656850052
0.0543,26.8,0.04518715114826288,0.04901056882065146,0.9219878943584611
0.0543,32.4,0.04766300012285968,0.05135320149097483,0.9281407729026653
0.0543,39.1,0.05001780141047886,0.05352584568042893,0.9344607408747071
0.0543,47.1,0.05255336823017621,0.05592689803931922,0.9396796545595779
0.0543,56.9,0.05481806213074446,0.05799215547071447,0.9452668500729741
0.0543,68.7,0.05731549759316837,0.06036810797560637,0.9494333931473965
0.0543,82.90000000000001,0.0595813222768179,0.06247981319810805,0.9536091615367072
0.0543,100,0.06144056835395952,0.06412575559441155,0.9581262284465614
0.0655,0.01,0.02029660700400561,0.03329765542717752,0.6095506348305694
0.0655,0.0121,0.02030346892303412,0.03329361492578319,0.6098307128346925
0.0655,0.0146,0.02031188888709785,0.03328886702561781,0.6101706276595901
0.0655,0.0176,0.02032857739907861,0.03328826284090947,0.6106830355261402
0.0655,0.0212,0.0203336330862168,0.03327584387265056,0.61106288285386
0.0655,0.0256,0.02034807425550315,0.03326740507641247,0.6116519821358265
0.0655,0.0309,0.02036552280822045,0.03325733055437349,0.6123619204771769
0.0655,0.0373,0.02038648287758323,0.03324523213416915,0.6132152362572972
0.0655,0.045,0.02041152330173788,0.03323065760852826,0.614237718139514
0.0655,0.0543,0.0204417759646632,0.03321338339648626,0.615468039514029
0.0655,0.0655,0.02047823341571426,0.03319291625615892,0.6169458946504752
0.0655,0.0791,0.02052679392442159,0.03317248697355843,0.6187897199502514
0.0655,0.0954,0.02057996972857331,0.03314443414904043,0.6209178179368352
0.0655,0.115,0.02064202851314749,0.033110159522059,0.6234348855793082
0.0655,0.139,0.02071589103054397,0.03306983044812798,0.626428704043043
0.0655,0.168,0.02080372180499814,0.03302274124757255,0.6299816738117522
0.0655,0.202,0.02090788802676495,0.03296816208471556,0.6341842160639611
0.0655,0.244,0.02103104651165575,0.03290547950676192,0.6391350871314297
0.0655,0.295,0.0211761578991677,0.03283432804263111,0.6449395849268852
0.0655,0.356,0.02134646037314833,0.0327547517110337,0.651705760479253
0.0655,0.429,0.02154545377712366,0.03266744789820786,0.6595389344236359
0.0655,0.518,0.02177685564285267,0.03257407017976354,0.6685334538384282
0.0655,0.625,0.02204456319072924,0.03247761281847026,0.6787618078318962
0.0655,0.754,0.0223526229623496,0.03238285465544348,0.690261040917595
0.0655,0.91,0.02270521333234298,0.03229681329952012,0.7030171404768393
0.0655,1.1,0.02311771755293313,0.0322515541495822,0.7167939084644889
0.0655,1.33,0.02356151809417746,0.03219223062593965,0.731900761023755
0.0655,1.6,0.02407513237795367,0.0322020053334961,0.7476283581914397
0.0655,1.93,0.0246656351604654,0.03229814134451395,0.7636859006022961
0.0655,2.33,0.02530348074793221,0.03243566596673941,0.7801128786404208
0.0655,2.81,0.02604801498976409,0.03272317888937744,0.7960111417604286
0.0655,3.39,0.02687136499237141,0.03311604949334969,0.8114302703215756
0.0655,4.09,0.02778300906812851,0.03363135195721554,0.8261044368205283
0.0655,4.94,0.0288443542429079,0.03435865501130621,0.8395076650531358
0.0655,5.96,0.03002281861089866,0.03524045899682498,0.8519417585793533
0.0655,7.2,0.0313261790070815,0.03628085627970905,0.863435492414258
0.0655,8.69,0.03280433223848594,0.03754065832681294,0.8738347621106013
0.0655,10.5,0.03446988189658572,0.03902689075834282,0.8832341297703059
0.0655,12.6,0.03624405845759833,0.04062530235251603,0.8921547990732344
0.0655,15.3,0.03819814776839686,0.04242727667698328,0.9003205192549935
0.0655,18.4,0.04033194997153267,0.04442891202777993,0.9077861268876997
0.0655,22.2,0.04254982822378481,0.04650528103612638,0.9149461582810589
0.0655,26.8,0.04479909875731675,0.04859316306732583,0.9219218492784178
0.0655,32.4,0.04722713291466289,0.05089122527622763,0.9280014905973129
0.0655,39.1,0.0495333117367223,0.05301963671260965,0.9342446460962228
0.0655,47.1,0.05201482229930049,0.0553711316147078,0.9393852136026095
0.0655,56.9,0.05422804854903922,0.05739068151124656,0.944892918520447
0.0655,68.7,0.05666763022028731,0.05971434098596611,0.9489785750730327
0.0655,82.90000000000001,0.05887843310734975,0.06177736158272195,0.9530745826448022
0.0655,100,0.06069032934190053,0.06338314488393092,0.9575152740217995
0.0791,0.01,0.02025234938596166,0.03306187436372401,0.6125590207971645
0.0791,0.0121,0.02025904943192412,0.03305789936263007,0.6128353531992941
0.0791,0.0146,0.02026719697551879,0.03305317064582161,0.6131695259341435
0.0791,0.0176,0.02027708613618711,0.03304752642126021,0.6135734904244575
0.0791,0.0212,0.02028888094735294,0.03304068029214364,0.6140576031716029
0.0791,0.0256,0.02030303009323724,0.03303242448155775,0.614639416025081
0.0791,0.0309,0.02032013869799945,0.03302256178242444,0.6153410759553616
0.0791,0.0373,0.02034067826738037,0.03301071338592434,0.6161841469337518
0.0791,0.045,0.02036541208006911,0.03299658157237797,0.6171976341063573
0.0791,0.0543,0.02039508186569018,0.03297966817672191,0.6184137983560936
0.0791,0.0655,0.02043067206953918,0.03295951467473646,0.6198717508786419
0.0791,0.0791,0.02047337435753354,0.0329355869212704,0.6216186280959051
0.0791,0.0954,0.02053016627104002,0.03291183207964066,0.6237928724648555
0.0791,0.115,0.02059215294758262,0.03287917740839239,0.6262976926644912
0.0791,0.139,0.02066482544867895,0.03283986465256054,0.6292603720298129
0.0791,0.168,0.02075120476737582,0.03279394455354723,0.6327755032180543
0.0791,0.202,0.02085366962945301,0.03274074240293473,0.6369333160748299
0.0791,0.244,0.02097484275740535,0.0326796679804487,0.6418315746033281
0.0791,0.295,0.02111763469004966,0.03261036661799509,0.6475742802105299
0.0791,0.356,0.02128524720341608,0.0325328994644531,0.6542683730564283
0.0791,0.429,0.02148113647782478,0.03244796505394257,0.6620179860929286
0.0791,0.518,0.0217089785387179,0.03235720235660684,0.6709164253282629
0.0791,0.625,0.02197263087261007,0.03226356639832836,0.6810354007779038
0.0791,0.754,0.02227610138374965,0.03217176200783694,0.6924116055043321
0.0791,0.91,0.02262353248353309,0.03208868999287632,0.7050313518113551
0.0791,1.1,0.02301916003139279,0.0320237245957694,0.7188158255156184
0.0791,1.33,0.02346765104153197,0.03198936030755107,0.7336080126613987
0.0791,1.6,0.02398594643370092,0.0320226667072049,0.7490302620020158
0.0791,1.93,0.02455662307569666,0.03209756819799291,0.765061792975089
0.0791,2.33,0.02518575577800539,0.03223473529928181,0.781323486734713
0.0791,2.81,0.02592029832934172,0.03251966838321584,0.7970652721268153
0.0791,3.39,0.0267324741339388,0.03290804168173216,0.8123386493939708
0.0791,4.09,0.02763147898509315,0.03341653339887573,0.8268804742631618
0.0791,4.94,0.02867797667137106,0.03413367411827892,0.8401667096251358
0.0791,5.96,0.02983932253314997,0.03500225544482161,0.852497136368523
0.0791,7.2,0.03112288646463816,0.03602609077610475,0.8638985189389805
0.0791,8.69,0.03257767559669077,0.03726507479469646,0.8742146842900527
0.0791,10.5,0.03421566727775818,0.03872577622545128,0.8835372873758183
0.0791,12.6,0.03595893284499658,0.04029498186264079,0.8923923323150978
0.0791,15.3,0.03787637690066166,0.04206258324122838,0.9004767178335463
0.0791,18.4,0.03996854415777517,0.04402463871645236,0.9078676242001414
0.0791,22.2,0.0421403355972441,0.0460574882769978,0.9149507967912782
0.0791,26.8,0.04433984600533424,0.04809912129190399,0.9218431608395617
0.0791,32.4,0.0467119684328561,0.05034499135577809,0.9278374506562505
0.0791,39.1,0.04896144667654905,0.0524217333291333,0.9339913727984039
0.0791,47.1,0.05138002439759157,0.05471548869633623,0.9390398518186313
0.0791,56.9,0.05353349208112395,0.05668208989880308,0.9444516279604289
0.0791,68.7,0.05590605792403276,0.05894504867406741,0.9484436637445406
0.0791,82.90000000000001,0.05805326029770192,0.06095159149548426,0.9524486378998476
0.0791,100,0.05981061092487357,0.06251110950142301,0.9567997017156132
0.0954,0.01,0.02019850285027459,0.03278194281756856,0.6161472174690563
0.0954,0.0121,0.02020513530403205,0.03277812717199609,0.6164212859999595
0.0954,0.0146,0.02021312166935305,0.03277354237532149,0.6167512024752487
0.0954,0.0176,0.02022962710623149,0.03277341146968055,0.6172572887307257
0.0954,0.0212,0.02023435562046922,0.03276140225718686,0.6176278860600485
0.0954,0.0256,0.02024819329054733,0.03275335727035811,0.6182020708109823
0.0954,0.0309,0.02026493511491282,0.03274378365530038,0.6188941182926624
0.0954,0.0373,0.02028508267442066,0.03273230289775906,0.6197267188251954
0.0954,0.045,0.02030930989249618,0.03271857567209464,0.6207272008426026
0.0954,0.0543,0.02033837203085138,0.03270216194844962,0.6219274451307524
0.0954,0.0655,0.0203732626429477,0.03268261406739883,0.6233669865248078
0.0954,0.0791,0.02041504424852663,0.03265936421519031,0.6250900695437092
0.0954,0.0954,0.0204651478748631,0.03263189230721656,0.6271517349405209
0.0954,0.115,0.02053085467295856,0.03260422410180146,0.6296992257461566
0.0954,0.139,0.02060285074347296,0.03256669033240182,0.6326356941151743
0.0954,0.168,0.02068756159852426,0.03252217274733346,0.6361063806913227
0.0954,0.202,0.02078803141291881,0.03247059711811474,0.6402109372149967
0.0954,0.244,0.02090686494034699,0.03241141445785592,0.6450463606743196
0.0954,0.295,0.02104692466184372,0.03234429070131486,0.650715294894011
0.0954,0.356,0.0212113622608882,0.03226930124350364,0.6573232590575047
0.0954,0.429,0.0214035848854025,0.03218714781744655,0.6649730198772384
0.0954,0.518,0.02162722129811168,0.03209945354115842,0.6737566815703239
0.0954,0.625,0.02188608303931535,0.03200912806188017,0.683745055379362
0.0954,0.754,0.02218413054271315,0.0319207876536366,0.694974409260412
0.0954,0.91,0.02252545923207218,0.0318411924043469,0.7074313972298676
0.0954,1.1,0.02291426627189976,0.0317795237691679,0.7210386926606779
0.0954,1.33,0.0233551614131999,0.03174800168790744,0.7356419356023813
0.0954,1.6,0.02386490377718872,0.03178306145696014,0.7508686288608792
0.0954,1.93,0.02441411460252433,0.03183759199219348,0.7668329504477169
0.0954,2.33,0.02504502989217618,0.03199557540962545,0.7827654158906519
0.0954,2.81,0.02575426729266335,0.03225554585717529,0.7984446273735675
0.0954,3.39,0.02656669239105592,0.03266047485616205,0.813420273528068
0.0954,4.09,0.0274507612014047,0.03316093494909801,0.8278041992344781
0.0954,4.94,0.02847969642903243,0.03386606042359122,0.8409509719410224
0.0954,5.96,0.0296208177015266,0.0347190434728911,0.8531576546645004
0.0954,7.2,0.0308810385732765,0.03572338291841484,0.8644488861484003
0.0954,8.69,0.03230830083358659,0.03693787597932529,0.8746659080145825
0.0954,10.5,0.03391388967630206,0.03836859676371488,0.8838970548011902
0.0954,12.6,0.03562224463080265,0.03990583636558404,0.8926575126620906
0.0954,15.3,0.03749535591488396,0.04163090471952691,0.9006615678303246
0.0954,18.4,0.03953875395025928,0.04354660643132906,0.9079640686263356
0.0954,22.2,0.04165675762708503,0.0455287229406016,0.9149555475437323
0.0954,26.8,0.0437988625526947,0.04751694873447051,0.9217524213822555
0.0954,32.4,0.0461055475600931,0.04970166819285028,0.9276458766171858
0.0954,39.1,0.04828932103197579,0.05171860609771413,0.9336933973189602
0.0954,47.1,0.05063514123980428,0.05394558783134482,0.9386335986941082
0.0954,56.9,0.05271974219089715,0.05585096888019363,0.9439360363467767
0.0954,68.7,0.05501521997505668,0.0580439727138174,0.9478196857114894
0.0954,82.90000000000001,0.05708951148191166,0.05998574360240786,0.9517179925334801
0.0954,100,0.05878455430631231,0.06149226536410209,0.9559666400033056
0.115,0.01,0.02013291237900597,0.03245062511474747,0.6204167811194612
0.115,0.0121,0.02013936328159459,0.03244693897207484,0.6206860776274565
0.115,0.0146,0.02014714594480085,0.03244249843132862,0.6210109245268681
0.115,0.0176,0.02015650323629587,0.03243715422688263,0.6214017140748727
0.115,0.0212,0.02016780773793775,0.032430755950693,0.621872884141228
0.115,0.0256,0.02018136960418511,0.03242302160629314,0.6224395076203512
0.115,0.0309,0.02019772917747551,0.03241381030622482,0.6231211013657562
0.115,0.0373,0.02021739089641375,0.0324027374460349,0.6239408300019337
0.115,0.045,0.02024102396288681,0.03238949120332129,0.6249256536889115
0.115,0.0543,0.02026939310515426,0.03237366212611219,0.6261075137620968
0.115,0.0655,0.02030343636327663,0.03235481122906742,0.6275244883838517
0.115,0.0791,0.02034421838833634,0.03233239265978727,0.6292209364894615
0.115,0.0954,0.02039302589136225,0.03230585382061686,0.6312486277130335
0.115,0.115,0.02045132215325499,0.0322744989762523,0.6336681529371889
0.115,0.139,0.02052724951599602,0.03224293442159078,0.6366433416882302
0.115,0.168,0.02061044255285815,0.03220039811910654,0.6400679419124533
0.115,0.202,0.02070857312617771,0.03215072046985794,0.6441091466548156
0.115,0.244,0.02082464764852817,0.03209373848588656,0.6488694876630205
0.115,0.295,0.02096149162699881,0.03202915403033647,0.6544503675353116
0.115,0.356,0.02112219878780332,0.03195705909384718,0.660955650699099
0.115,0.429,0.0213101116842346,0.03187815321854857,0.6684863937423807
0.115,0.518,0.02152880312248467,0.03179404058241336,0.6771332843549671
0.115,0.625,0.02178202958097022,0.0317075767832759,0.6869660753280618
0.115,0.754,0.02207369327001563,0.03162327255582805,0.6980205236838315
0.115,0.91,0.02240783831372247,0.03154772637677089,0.7102837791258939
0.115,1.1,0.02278860883525445,0.03148988858151416,0.723680199003063
0.115,1.33,0.02322055363590486,0.03146166301994893,0.7380586849837334
0.115,1.6,0.02372021038882558,0.03149873534209018,0.753052785491659
0.115,1.93,0.02425851723329652,0.03155460897538009,0.7687788890752469
0.115,2.33,0.02488978032766451,0.03173299253949059,0.7843502404221746
0.115,2.81,0.0255725773130538,0.03196832267807648,0.7999349096470171
0.115,3.39,0.0263692520533553,0.03236663687016191,0.8147047269425924
0.115,4.09,0.02723572787028516,0.03285764242404487,0.8289008541390159
0.115,4.94,0.02824398634976218,0.03354864245401182,0.8418816465816399
0.115,5.96,0.02936132411120499,0.03438331631396922,0.8539410172972786
0.115,7.2,0.03059413309179907,0.03536480639392703,0.8651011050650855
0.115,8.69,0.0319891250363948,0.03655063923576875,0.8752001525896703
0.115,10.5,0.03355677332584467,0.03794630808644216,0.8843224813703067
0.115,12.6,0.03524918564418975,0.03947977273392544,0.8928416554409315
0.115,15.3,0.03704591553996009,0.04112191639648837,0.9008800850323125
0.115,18.4,0.03903249149633792,0.04298370360826329,0.9080765085313456
0.115,22.2,0.04108825782177308,0.04490709334609254,0.9149614183468024
0.115,26.8,0.04316274648548449,0.04683233796659979,0.9216440681707496
0.115,32.4,0.04539502949755077,0.04894765985342172,0.9274198119683429
0.115,39.1,0.04750323332487119,0.05089573771792043,0.9333440373366524
0.115,47.1,0.04976563800854857,0.05304592185816893,0.9381614319307904
0.115,56.9,0.05177155197418894,0.05488129269785681,0.9433369629103269
0.115,68.7,0.05397916692889073,0.05699439941386233,0.9470959863428575
0.115,82.90000000000001,0.05597064929051929,0.05886247479144383,0.9508714930663281
0.115,100,0.05759521197552743,0.06030892667018791,0.9550031007930053
0.139,0.01,0.0200528685165164,0.03205994321152751,0.6254804752525627
0.139,0.0121,0.02005913400535948,0.03205641543048884,0.6257447607907292
0.139,0.0146,0.02006668677520433,0.03205217019988127,0.6260632790249775
0.139,0.0176,0.02007578995677013,0.03204705763928652,0.6264472134302652
0.139,0.0212,0.02008674536158267,0.03204091650872069,0.6269092008062749
0.139,0.0256,0.02009992877873247,0.03203353444297463,0.6274652213140548
0.139,0.0309,0.02012270874722964,0.0320301441083986,0.6282428414661201
0.139,0.0373,0.02013490113227672,0.03201409621768093,0.6289386086481646
0.139,0.045,0.02015784782466048,0.03200141240718955,0.6299049419497418
0.139,0.0543,0.02018540689863415,0.03198626774548805,0.6310647762736084
0.139,0.0655,0.02021846659028454,0.03196821863589234,0.6324552149923125
0.139,0.0791,0.02025808762115092,0.03194677741072243,0.6341199101462928
0.139,0.0954,0.02030550263892975,0.03192137828241459,0.6361098339577651
0.139,0.115,0.02036214625379526,0.03189142265495253,0.6384834716877439
0.139,0.139,0.02042973111113799,0.03185626527574147,0.6413096743859431
0.139,0.168,0.02051668927996089,0.03182063353199272,0.6447605532219602
0.139,0.202,0.02061233053774161,0.03177333044996884,0.6487305625766349
0.139,0.244,0.02072520169808729,0.0317189138080468,0.6534019993089895
0.139,0.295,0.02085829304818715,0.03165727959269996,0.6588782522234473
0.139,0.356,0.02101463581101018,0.03158853959486432,0.6652613916480883
0.139,0.429,0.02119750979798612,0.03151340044214099,0.6726506660842591
0.139,0.518,0.02141041666551115,0.03143343942902671,0.6811350286325983
0.139,0.625,0.02165704409547239,0.03135144561951151,0.6907829501167938
0.139,0.754,0.02194123268199613,0.03127181216640585,0.7016297157721733
0.139,0.91,0.0222669620159154,0.03120094624289,0.7136630358122406
0.139,1.1,0.02263831333335685,0.0311475288028535,0.7268092912489066
0.139,1.33,0.02307083443443303,0.03114408770106697,0.7407773396952848
0.139,1.6,0.02354758609379816,0.03116245639271557,0.7556396003269678
0.139,1.93,0.02407309395214509,0.03121983347061657,0.7710833555471129
0.139,2.33,0.02468973792607956,0.03139671636106503,0.7863796214274569
0.139,2.81,0.02535653411789785,0.03162848157871621,0.8016993814512122
0.139,3.39,0.02613472510564363,0.03201901447048797,0.8162251567652742
0.139,4.09,0.0269805732693183,0.03249894034223406,0.8301985537127079
0.139,4.94,0.02796461133872917,0.03317342258146537,0.8429823986372011
0.139,5.96,0.02905415214665027,0.03398678855178521,0.854866063687684
0.139,7.2,0.0302549202232875,0.03494158918108396,0.8658713279036075
0.139,8.69,0.03161252564735732,0.03609456243220161,0.8758251525208777
0.139,10.5,0.03313579965206202,0.03744904238359243,0.8848236842120113
0.139,12.6,0.0347777950702412,0.03893534294108755,0.8932191793677773
0.139,15.3,0.03651780123806589,0.0405240397927675,0.9011392108193363
0.139,18.4,0.03844208024486094,0.04232679514762396,0.908220906184505
0.139,22.2,0.04042276349688092,0.04417950104375325,0.9149665012479015
0.139,26.8,0.04242054377404123,0.04603329753770042,0.9215186841503062
0.139,32.4,0.0445671277231602,0.0480685178785271,0.9271583499991577
0.139,39.1,0.04658926235920874,0.04993807283764665,0.9329407346309657
0.139,47.1,0.04875686912234656,0.0520010654371039,0.9376128875920583
0.139,56.9,0.05067374607321237,0.05375705356503275,0.9426436665080549
0.139,68.7,0.0527822465718198,0.0557797981047934,0.9462609827424956
0.139,82.90000000000001,0.05468067862313011,0.05756483034245098,0.9498973296340288
0.139,100,0.05622640270595143,0.05894388931781725,0.9538970596729118
0.168,0.01,0.01995511207449284,0.03160133935901357,0.6314641239660335
0.168,0.0121,0.0199611578893524,0.03159798468456888,0.6317225002992227
0.168,0.0146,0.01996844782443541,0.03159395600863493,0.632033792127135
0.168,0.0176,0.01997723126033816,0.0315891097896754,0.6324088077615765
0.168,0.0212,0.01998780667046533,0.03158327419332421,0.6328604991400852
0.168,0.0256,0.02000054259243225,0.03157627888955537,0.6334040392279382
0.168,0.0309,0.02001587370245001,0.03156788861752672,0.6340580437596023
0.168,0.0373,0.02003429798860613,0.03155781446453401,0.6348442795720697
0.168,0.045,0.02005646426944453,0.03154580696433858,0.6357885944118548
0.168,0.0543,0.02008307467361595,0.0315314423526775,0.6369221695914773
0.168,0.0655,0.02011500285692156,0.03151432936801032,0.6382811648005421
0.168,0.0791,0.02015326830756843,0.0314939976182941,0.6399082311437619
0.168,0.0954,0.02019906733727544,0.03146992636034125,0.6418530220245615
0.168,0.115,0.02025379195182389,0.03144153463799698,0.6441731354724416
0.168,0.139,0.02031906446722661,0.03140823256685266,0.6469343483106641
0.168,0.168,0.02039673638172072,0.03136937275623392,0.6502118018176614
0.168,0.202,0.02049566984927978,0.03132998781568162,0.6541869715959824
0.168,0.244,0.02060494892901595,0.031278593549573,0.6587556085717046
0.168,0.295,0.0207336760223856,0.03122034523214397,0.6641078395583702
0.168,0.356,0.02088495197059526,0.0311554673563656,0.6703462904827234
0.168,0.429,0.02106197088506324,0.03108466092439603,0.6775679791486248
0.168,0.518,0.02126815291378181,0.0310094724300857,0.6858598759373679
0.168,0.625,0.02150710396972079,0.03093261243794586,0.6952889612174319
0.168,0.754,0.02178258820671653,0.03085833450131447,0.7058899502754649
