device,mesh_file,output_h5,length,width,current_bulk,a0_bulk_bottom,a0_bulk_top,jump_bottom,jump_top,Rc_bottom,Rc_top,Rc_total,R_bulk,R_total
rectangle_halfheight,rectangle_halfheight.inp,observables_bias=1.0_device=rectangle_halfheight_gamma_mc=1000.0_gamma_mr=0.0_p_scatter=1.0.h5,0.5,0.15,0.30801718112805043,0.014054817429376804,-0.01405514025077661,0.4859451825706232,0.4859448597492234,1.5776560930495747,1.5776550449866107,3.1553111380361853,0.09126100556211311,3.246572143598298
rectangle,rectangle.inp,observables_bias=1.0_device=rectangle_gamma_mc=1000.0_gamma_mr=0.0_p_scatter=1.0.h5,1.0,0.15,0.2957544502658067,0.026973155865890906,-0.026973105879088737,0.4730268441341091,0.47302689412091126,1.5993904528198322,1.5993906218343714,3.1987810746542036,0.1824021978249048,3.381183272479108
